field,violent,0.28194778741967547
order,hanuman,0.3342057740316137
fire,complaint,0.5280707414908496
accuses,says,0.2383616235687468
divine,master,0.28194778741967547
complaints,breaks,0.44559809392310074
whole,breaks,0.5743415035329344
command,gives,0.293665814671906
fight,omens,0.28194778741967547
ravanas citadel,best,0.37805170592366744
ocean,builder,0.26383942350898193
succeeds,last,0.34731995400867527
bitter,complaint,0.36895483911293947
ravana,march,0.28194778741967547
monkey-warriors,best,0.246452542253573
heads,new,0.35665883494996087
god,erected,0.29073630785884835
dangerous,magic,0.2998568394342261
another,magically,0.2909409214965442
divine master,builder,0.28194778741967547
many,battle,0.28194778741967547
buried,solemnly,0.42715582813807884
delivers,innocent,0.37650129784387676
envy,says,0.2631512682580758
sets,march,0.39900227283464185
days,passes,0.35453819619219845
duel,day,0.3006966310232444
open,necessary,0.3283765511263488
sugriva,suggests,0.28194778741967547
return,necessary,0.8468550969597749
prominent,lakshmana,0.28194778741967547
despairs,success,0.25062025548415595
fighting,battle,0.27592483174367527
fellow- combatants,prominent,0.28194778741967547
bitter complaints,breaks,0.30196943710800705
kailasa,hanuman,0.7364226273794909
enter,rejoicing,0.29952482829802135
joyous,victory,0.28194778741967547
woman,had,0.38437046215777104
complaint,complaint,0.29064849258900183
witness,erected,0.4453068332278793
inflicts,magic,0.29636997480703614
whole affair,affair,0.28194778741967547
installed,solemnly,0.5101318514057379
accompanied,necessary,0.6540322974361551
received,necessary,0.9330956799485148
prominent fellow-,lakshmana,0.28194778741967547
son,violent,0.4525107884857433
vast army,soon,0.28194778741967547
ill-will,says,0.2631512682580758
speeches,omens,0.28194778741967547
monkeys,solemnly,0.21233034294324302
lamentations,breaks,0.48439784397730534
nala,builder,0.2563161703811304
thereupon rama,bharata,0.28194778741967547
also,battle,0.26868182621348763
battle,battle,0.2947310898766543
ramas,complaint,0.7535355191158647
combat,battle,0.25631617038152316
news,victory,0.3913280809769216
appears,violent,0.28194778741967547
rushes,erected,0.517910853587081
remained,complaint,0.5280707414908496
fellow-,lakshmana,0.2845053735764016
people,necessary,0.3949227589210559
delusion,breaks,0.37270281286867757
embraces,success,0.187965191613117
faith,innocent,0.25740549510437677
exact,best,0.28194778741967547
appeals,sea,0.0
offended,vibhishana,0.6138518804903117
constructing,suggests,0.26315126825836377
breaks,breaks,0.5137857216328613
fragrance,healed,0.5884980956029716
gods,gods,0.37818449115980823
would,best,0.246452542253573
shall,march,0.48938784558882314
renounces,vibhishana,0.38566781650424925
asks,complaint,0.3564370054110177
boasting,omens,0.3718970892980493
send,victory,0.28194778741967547
best,best,0.28194778741967547
day,day,0.3006966310232444
simply,healed,0.28194778741967547
bring,trees,0.27225126444696834
brother,omens,0.25341130960557473
invoking,erected,0.28081589602349744
welfare,rules,0.28194778741967547
whole affair,breaks,0.28194778741967547
armies,battle,0.28194778741967547
magic,magic,0.29636997480703614
divine,instructs,0.28194778741967547
omens,omens,0.28194778741967547
arises,innocent,0.4565081143566625
make,magic,0.2571020163116051
side,lakshmana,0.28194778741967547
solemn,innocent,0.34003100370703687
particularly,hanuman,0.3042931817170048
new,new,0.28194778741967547
bharata,necessary,0.5275229960546661
magic arts,magic,0.42158595960496287
council,march,0.4533909656613591
assuring,innocent,0.29273723785450484
kept,innocent,0.4368363641859724
finally,violent,0.2671139319181497
concerning,necessary,0.4834142456229069
points,omens,0.28194778741967547
ravanas heart,last,0.29529555387856327
last,last,0.25492267169146676
regard,breaks,0.4046855172972444
healing,healed,0.8663097057873774
happily,rules,0.28194778741967547
solemnly,solemnly,0.24784748281100816
amidst,rejoicing,0.28194778741967547
puts,magically,0.2894808049389665
unjust,complaint,0.4245779690684022
says,says,0.2167439883352299
bridge,suggests,0.28194778741967547
commands,march,0.5170465200113762
proclaim,victory,0.28194778741967547
summoned,march,0.5170465200113762
powerful,march,0.28194778741967547
mountain,magically,0.2878068010457908
concealed,healed,0.5884980956029716
ravanas town,passes,0.28194778741967547
monkey,hanuman,0.375955254431117
virtue,breaks,0.39104799175529237
citadel,best,0.26509272118998484
healed,healed,0.6931855087329278
divine master,instructs,0.28194778741967547
weapon,last,0.28194778741967547
enemies,says,0.26509272118998484
occasion,magically,0.34054499639776387
conspicuous,lakshmana,0.28194778741967547
ravanas,omens,0.24326779058744155
shatrughna,necessary,0.28194778741967547
thereupon rama,necessary,0.28194778741967547
man,had,0.5209340284752318
presence,victory,0.28194778741967547
urged,omens,0.4730817065144444
one,magic,0.3043341024378637
built,passes,0.5481625287367483
longer,had,0.38437046215777104
sita,magically,0.3495792714740409
lustful,had,0.4185113537371362
across,success,0.27581721011441335
subjects,rules,0.28194778741967547
never,necessary,0.24968942369413744
praises,success,0.0939825958065585
reached,march,0.4963025141944614
accept,had,0.36730001636808846
approaching,march,0.2129121422191947
wounds,magic,0.29817274823045625
night,hanuman,0.4333018162253525
could,had,0.28194778741967547
worst enemies,says,0.46347741126054914
indrajit,violent,0.2371950082019023
falls,killed,0.2927293745971406
declares,had,0.4525107884857433
revenge,had,0.3550462164479903
pure,innocent,0.41747529209018525
crossing,sea,0.21929272354863646
relatives,omens,0.2957963650814025
pyre,innocent,0.28194778741967547
towards,march,0.37218475313679145
passes,passes,0.47555850837754665
reports,killed,0.28194778741967547
time,new,0.3190273379538851
rejects,victory,0.040179366885851116
suffer,had,0.4525107884857433
victory,victory,0.28194778741967547
even,innocent,0.25740549510437677
strikes,new,0.22238697777455557
master,instructs,0.28194778741967547
horrified,killed,0.26285846491603027
divine master builder,master,0.28194778741967547
wife,had,0.28194778741967547
